      12.540      10.823      10.117       8.827       9.515      12.027
      14.227      12.821      11.025       8.513       8.496      13.098
      17.572      19.348      16.231      14.407      10.823       8.183
       4.157       6.540      13.038      19.037      19.538       6.542
      -3.048     -14.103       4.883      12.809      14.376      20.239
      25.992      32.506      30.566      17.235      19.726      16.276
      16.416       6.643      -2.505     -15.026     -23.635     -25.242
     -33.638     -46.354     -49.172     -41.872     -35.949     -27.116
     -23.493     -33.955     -41.214     -52.992     -63.935     -73.182
     -65.194     -59.930     -39.974     -39.987      -6.323      51.455
      78.710      60.302      48.436      25.028       5.908     -13.443
     -30.828     -49.920     -70.980     -99.503    -121.866    -152.926
    -144.936    -115.486     -93.540     -89.180     -92.646     -83.939
     -90.146     -99.275    -120.862     -32.772     147.474     206.624
     198.936     203.435     181.625     172.498     175.229     175.251
     180.467     162.986     134.644     108.736      78.149      42.930
       1.650     -35.963     -78.534    -116.387    -159.846    -196.006
    -241.208    -272.928    -303.569    -319.999    -341.705    -282.147
    -232.429     119.777     237.245     164.015     186.535     109.469
      75.260      17.323     -11.333     -53.286     -89.526    -118.570
    -175.672     -57.624     263.049     154.737     172.867     101.166
      57.874     -23.705      67.019     198.017     164.133     168.514
     148.141     123.133     100.105      75.109      52.257      27.066
       4.381     -18.795       9.447      43.242      83.788      95.084
      71.613      59.929      33.392      10.841     -18.522     -41.972
     -67.260       9.667      37.216       3.983      -1.089     -34.435
     -56.486     -88.327    -112.964    -136.282     -21.900     -24.077
     -68.272     -68.915    -131.769    -135.273    -203.985      93.055
     130.744      69.148      54.637      -7.184     -67.479     106.666
     148.840     107.074     116.216      76.217      55.921      21.470
      12.551      67.365      32.408      33.683      10.929      -1.737
     -29.938     -48.805     -60.772     -22.241       3.203      24.482
      -7.703     -21.080     -56.795     -82.560    -120.598    -147.837
    -173.676     -42.151      -2.907     -25.923     -29.271       5.468
      14.654     -14.294     -20.623     -49.910     -64.484     -95.738
    -112.791    -144.681    -162.947    -194.464    -185.613    -198.379
    -176.876    -125.043     120.664      54.152      38.360      31.144
     111.796     166.069     246.385     202.525     183.462     131.709
      96.013      32.530     -15.407     -81.618    -131.940    -181.804
       5.750      16.888     -28.485     -44.714     -98.310    -142.415
    -185.268    -245.557    -168.520     138.020      99.897     108.927
      90.674      46.856     124.988     211.115     161.716     169.195
     130.594     111.144      77.320      51.023      54.376     119.998
     120.938     115.833     114.490      71.711      54.556      -6.393
      80.380     163.448      85.907      96.129      39.646      14.650
     -31.935     -64.802     -87.567     -47.197     -19.770       2.668
     -29.220     -44.478     -78.514    -103.313    -135.212    -160.603
    -186.127    -128.054     -63.990     -20.353     -31.361     -37.269
     -49.559     -23.510       8.401      16.848      11.269      22.879
      24.766      15.722       6.851     -14.732     -37.944     -57.906
     -25.539       4.068      42.793      13.277      -9.508     -23.039
      12.909       5.048      -7.971     -20.982     -38.014     -51.016
     -15.728       3.245      11.110       -.499      -7.577      -3.501
       9.460       3.618       1.578      -3.848      -8.522       5.627
      30.367      42.147      24.421      23.575      17.692      12.872
       1.820     -20.295      10.821       9.142       3.394      10.638
      11.113       9.901        .179      -7.255     -23.495     -35.510
     -70.455     -77.924     -18.419      26.336      12.435       4.230
     -15.882      -4.848      21.887      46.654      42.845      21.584
       4.344     -15.874     -31.989     -41.884     -12.307      16.028
      20.364       8.240      20.552      13.687       5.464      -5.277
     -13.398     -26.585     -23.167      -7.902        .829     -19.983
     -43.452     -49.245     -19.145      -9.193       2.231       2.108
      -5.214      -9.270     -25.452     -36.805     -52.520     -54.139
     -42.488     -39.765     -55.944     -75.604     -36.534     -41.092
      -9.776      20.433      24.901      40.520      41.333      47.073
      43.317      45.789       5.673     -17.754      20.805      49.199
      52.994      36.168      40.545      30.761      31.648      26.521
      26.547      26.935      34.529      30.896      21.659       7.820
      -8.708     -28.081     -31.024     -35.776     -34.113     -35.827
     -28.655     -30.476     -11.188     -21.432     -13.585     -38.378
      86.111     134.859     134.181     135.361     119.258     104.210
      82.950      65.122      44.382      25.776       5.975       9.109
      18.198      14.704      -8.447     -16.289      -4.968     -26.429
     -58.224     -86.709    -119.977    -169.449    -111.132     110.038
      36.638      44.537      23.583      96.024      65.564      59.697
      67.051      55.198       2.700     -37.829    -107.221    -166.900
     -94.724     -40.824     -66.722     -13.246       9.525      52.049
      82.728     115.187     115.005      80.321      36.874      -2.901
     -54.490    -117.800    -160.991      27.021      -3.361       5.587
      -1.992     -14.598     -53.659     -79.772      20.545      59.020
      16.916      17.498       2.818      -7.386     -38.237     -56.700
     -75.316     -80.077     -59.209     -30.439      -2.283      -6.381
      40.562      45.092       7.868     -16.788     -56.718      -9.299
       5.541      -4.432      12.305      28.162      43.685      35.165
      25.499      11.127     -20.514     -51.895     -85.366    -114.384
     -73.316     -23.650      36.849      27.090      21.725      87.282
      97.280      58.910      33.619      -7.653     -25.906     -50.756
     -36.119      -8.086       5.629      20.936      31.689      23.767
      37.613      55.009      72.222      80.329      52.278      33.969
       1.150      -6.512       3.708        .507      16.793      40.959
       8.046      -7.938     -37.443     -61.508     -66.486     -25.389
       5.710      47.440      35.585      24.255       4.814     -12.630
     -37.908     -24.093      22.682      42.753      67.915      66.094
      58.985      51.312      40.791      30.910      26.643      54.117
      62.797      90.788     110.742      88.092      77.036      58.162
      47.318      33.278      19.865      -2.003     -21.137     -43.231
     -61.318     -76.700     -93.304    -106.625    -113.002    -118.747
    -124.675    -133.376    -159.410    -179.687    -203.743    -123.638
     -44.191      14.032      66.563      55.543      69.256      98.370
     124.642     117.922     104.954      92.007      74.350      80.942
      85.043      86.018      86.288      87.300      86.820      88.456
      53.719      -5.212     -21.476     -24.457     -57.952     -31.373
     -23.616     -48.491     -58.877     -52.489     -35.525     -19.704
     -19.946     -49.165     -34.306     -28.773     -43.247     -23.857
      -8.764      -7.684      14.807       7.711       1.915      -7.504
